"Marital_status","Application_mode","Application_order","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_qualification","Father_s_qualification","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_credited","Curricular_units_1st_sem_enrolled","Curricular_units_1st_sem_evaluations","Curricular_units_1st_sem_approved","Curricular_units_1st_sem_grade","Curricular_units_1st_sem_without_evaluations","Curricular_units_2nd_sem_credited","Curricular_units_2nd_sem_enrolled","Curricular_units_2nd_sem_evaluations","Curricular_units_2nd_sem_approved","Curricular_units_2nd_sem_grade","Curricular_units_2nd_sem_without_evaluations","Unemployment_rate","Inflation_rate","GDP","Target"
"Single","1st phase - general contingent",5,"Journalism and Communication","daytime","Secondary education",135,"Portuguese",37,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",132,"Portuguese",37,37,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.4777777777778,0,12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",135,"Portuguese",1,2,"Unskilled Workers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,"Enrolled"
"Single","1st phase - general contingent",4,"Nursing","daytime","Secondary education",115,"Portuguese",3,3,"Specialists in Intellectual and Scientific Activities","Specialists in Intellectual and Scientific Activities",111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",4,"Animation and Multimedia Design","daytime","Secondary education",133.1,"Portuguese",1,1,"Unskilled Workers","Armed Forces Professions",110,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Graduate"
"Married","Over 23 years old",1,"Social Service (evening attendance)","evening","Secondary education",130,"Portuguese",37,37,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113.5,1,0,0,1,0,0,36,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single","3rd phase - general contingent",1,"Basic Education","daytime","Secondary education",123,"Portuguese",19,19,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",117.4,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single","1st phase - general contingent",2,"Social Service","daytime","Secondary education",122,"Portuguese",37,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",118.2,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",111,"Portuguese",3,4,"Administrative staff","Intermediate Level Technicians and Professions",108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.2666666666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,"Dropout"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",142,"Portuguese",37,37,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.8571428571429,0,0,6,6,6,15,0,13.9,-0.3,0.79,"Graduate"
"Single","2nd phase - general contingent",2,"Management","daytime","Secondary education",123,"Portuguese",1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",115.3,1,0,0,1,0,1,18,0,0,5,9,3,13,0,0,5,11,3,11,0,8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",131,"Portuguese",19,19,"Unskilled Workers","Unskilled Workers",139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,"Graduate"
"Single","1st phase - general contingent",3,"Journalism and Communication","daytime","Secondary education",158,"Portuguese",1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",157,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,7,6,12.5714285714286,0,10.8,1.4,1.74,"Graduate"
"Single","2nd phase - general contingent",2,"Nursing","daytime","Secondary education",122,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",131,1,0,0,1,0,0,18,0,0,7,7,6,12.5166666666667,1,0,7,7,6,12.5166666666667,1,7.6,2.6,0.32,"Dropout"
"Single","Change of course",1,"Nursing","daytime","Secondary education",130,"Portuguese",38,38,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",100,0,0,0,1,0,0,20,0,0,7,11,6,11.6166666666667,0,0,7,7,7,13,0,13.9,-0.3,0.79,"Enrolled"
"Single","2nd phase - general contingent",1,"Management","daytime","Secondary education",120,"Portuguese",19,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.3333333333333,0,0,5,10,3,10.6666666666667,0,12.4,0.5,1.79,"Enrolled"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",127,"Portuguese",2,19,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14,0,11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",2,"Management","daytime","Secondary education",120,"Portuguese",19,19,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",137,"Portuguese",3,19,"Specialists in Intellectual and Scientific Activities","Unskilled Workers",122.3,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",131,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",146,"Portuguese",19,38,"Unskilled Workers","Intermediate Level Technicians and Professions",145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,"Enrolled"
"Single","2nd phase - general contingent",3,"Social Service","daytime","Secondary education",131,"Portuguese",1,39,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",122.6,1,0,0,1,0,0,18,0,0,6,7,6,13,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",6,"Nursing","daytime","Secondary education",132,"Portuguese",1,37,"Installation and Machine Operators and Assembly Workers","Unskilled Workers",128,1,0,0,1,0,0,19,0,0,7,7,7,13.4671428571429,0,0,8,9,8,15.0111111111111,0,12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",138,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Installation and Machine Operators and Assembly Workers",124.9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.7428571428571,0,13.9,-0.3,0.79,"Dropout"
"Single","2nd phase - general contingent",2,"Communication Design","daytime","Secondary education",130,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",123.7,1,0,0,1,0,0,18,0,0,6,6,6,12.3333333333333,0,0,6,6,6,13,0,7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",4,"Management","daytime","Secondary education",126,"Portuguese",1,19,"Administrative staff","Installation and Machine Operators and Assembly Workers",120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",6,"Nursing","daytime","Secondary education",148,"Portuguese",1,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",131.7,1,0,0,1,0,0,19,0,0,7,8,5,14,0,0,7,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",117,"Portuguese",1,38,"Intermediate Level Technicians and Professions","Unskilled Workers",109.3,0,0,1,0,0,1,19,0,0,6,7,5,12,0,0,6,9,4,12.5,0,12.4,0.5,1.79,"Dropout"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",120,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",113,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",153,"Portuguese",1,1,"Office workers, secretaries in general and data processing operators","Workers in food processing, woodworking, clothing and other industries and crafts",157.9,0,0,1,1,0,1,18,0,0,6,6,6,14.8333333333333,0,0,6,6,6,14.8333333333333,0,8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",117,"Portuguese",19,1,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",112.1,0,0,0,1,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.8928571428571,0,11.1,0.6,2.02,"Enrolled"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",129,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",128.8,1,0,0,1,0,0,19,0,0,7,7,6,12.6666666666667,0,0,7,7,6,12.6666666666667,0,7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",6,"Journalism and Communication","daytime","Secondary education",116,"Portuguese",19,1,"Administrative staff","Administrative staff",110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.6666666666667,0,0,6,10,5,12,0,12.4,0.5,1.79,"Graduate"
"Single","Change of institution/course",1,"Management","daytime","Secondary education",99,"Portuguese",3,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",99.7,1,0,1,0,0,0,22,0,0,5,8,0,0,0,0,5,7,0,0,0,8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",3,"Social Service","daytime","Secondary education",135,"Portuguese",1,12,"Unskilled Workers","Armed Forces Professions",121,1,0,0,1,0,1,19,0,0,6,7,6,11.3333333333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",141,"Portuguese",19,19,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",131.7,1,0,0,1,0,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,"Graduate"
"Single","2nd phase - general contingent",5,"Basic Education","daytime","Secondary education",132,"Portuguese",37,38,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",119.1,1,0,0,1,0,1,19,0,0,6,10,5,12,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",4,"Tourism","daytime","Secondary education",132,"Portuguese",12,19,"Unskilled Workers","Unskilled Workers",124.7,1,0,0,1,0,0,19,0,0,5,10,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",134,"Portuguese",3,19,"Specialists in Intellectual and Scientific Activities","Armed Forces Professions",128.8,0,0,0,1,0,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.1666666666667,0,13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",136,"Portuguese",1,19,"Unskilled Workers","Unskilled Workers",131.5,0,0,0,1,0,1,20,0,0,7,8,6,13.8633333333333,0,0,8,9,7,14.1785714285714,0,11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",136,"Portuguese",3,37,"Specialists in Intellectual and Scientific Activities","Installation and Machine Operators and Assembly Workers",121.7,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Enrolled"
"Single","1st phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",129,"Portuguese",1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",123.4,0,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Basic Education","daytime","Secondary education",138,"Portuguese",38,38,"Skilled Workers in Industry, Construction and Craftsmen","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",124.7,1,0,0,1,0,0,18,0,0,6,11,3,12.3333333333333,0,0,6,10,5,10.8333333333333,0,9.4,-0.8,-3.12,"Enrolled"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",137,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",132.8,1,0,0,1,0,0,18,0,0,6,7,6,13.3333333333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",129,"Portuguese",38,37,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138.1,0,0,0,1,0,0,19,0,0,6,8,6,12,0,0,6,10,4,11.5,0,7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",131,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",126.5,0,0,0,1,0,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",2,"Social Service","daytime","Secondary education",133,"Portuguese",1,37,"Skilled Workers in Industry, Construction and Craftsmen","Unskilled Workers",127.4,1,0,0,1,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.8571428571429,0,12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",3,"Social Service","daytime","Secondary education",125,"Portuguese",19,1,"Unskilled Workers","Armed Forces Professions",123.6,1,0,0,1,0,0,20,0,0,6,10,4,11,0,0,6,9,6,11.8333333333333,0,9.4,-0.8,-3.12,"Graduate"
"Single","Over 23 years old",1,"Social Service (evening attendance)","evening","Secondary education",120,"Portuguese",1,19,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Installation and Machine Operators and Assembly Workers",122,0,0,0,1,0,1,24,0,0,6,11,5,11,0,0,6,9,5,12.6,0,11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",128,"Portuguese",19,1,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",118.2,0,0,0,1,0,0,19,0,0,6,6,6,13.1666666666667,0,0,6,9,6,13,0,10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",134,"Portuguese",19,19,"Unskilled Workers","Unskilled Workers",125.8,1,0,0,1,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,"Graduate"
"Single","2nd phase - general contingent",2,"Advertising and Marketing Management","daytime","Secondary education",124,"Portuguese",1,19,"Personal Services, Security and Safety Workers and Sellers","Administrative staff",124.4,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",133.1,"Portuguese",19,37,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13,0,15.5,2.8,-4.06,"Graduate"
"Widower","Over 23 years old",1,"Agronomy","daytime","Secondary education",170,"Portuguese",1,37,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",170,0,0,1,1,0,0,47,0,0,1,1,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Enrolled"
"Single","Over 23 years old",1,"Nursing","daytime","Higher education - degree",130,"Portuguese",2,2,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130,0,0,0,1,0,0,29,0,1,8,8,7,14.2571428571429,0,1,8,8,7,14.2571428571429,0,12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",2,"Oral Hygiene","daytime","Secondary education",133.1,"Portuguese",37,37,"Intermediate Level Technicians and Professions","Armed Forces Professions",108,0,0,0,1,0,0,20,0,0,7,8,7,12.4571428571429,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,"Graduate"
"Single","2nd phase - general contingent",1,"Nursing","daytime","Secondary education",131,"Portuguese",2,38,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",132.3,1,0,0,1,0,0,19,0,0,7,7,6,11.6833333333333,0,0,7,7,6,11.6833333333333,0,7.6,2.6,0.32,"Graduate"
"Single","Transfer",1,"Social Service (evening attendance)","evening","Secondary education",150,"Portuguese",19,2,"Administrative staff","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",148,0,0,0,1,0,0,26,0,0,6,10,3,11.6666666666667,0,0,6,8,5,12,0,9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",2,"Tourism","daytime","Secondary education",125,"Portuguese",37,37,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",122.6,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.1666666666667,0,11.1,0.6,2.02,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",131,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",123,1,0,0,1,0,1,18,0,0,5,6,3,11.6666666666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,"Enrolled"
"Single","Over 23 years old",1,"Basic Education","daytime","Secondary education",130,"Portuguese",37,19,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",102.5,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12,0,7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",123,"Portuguese",34,34,"Other Situation","Other Situation",113.3,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,"Dropout"
"Single","Holders of other higher courses",1,"Nursing","daytime","Higher education - degree",140,"Portuguese",1,1,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",140,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.5833333333333,0,16.2,0.3,-0.92,"Dropout"
"Single","Technological specialization diploma holders",1,"Management (evening attendance)","evening","Technological specialization course",140,"Portuguese",37,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",140,0,0,0,1,0,1,26,0,2,6,7,6,12.6666666666667,0,2,6,7,6,13.1666666666667,1,9.4,-0.8,-3.12,"Enrolled"
"Single","Over 23 years old",1,"Journalism and Communication","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",19,19,"Intermediate Level Technicians and Professions","Administrative staff",104,0,0,1,0,0,0,27,0,0,6,6,5,12,0,0,6,6,0,0,0,11.1,0.6,2.02,"Dropout"
"Single","3rd phase - general contingent",3,"Communication Design","daytime","Secondary education",131,"Portuguese",1,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.3,1,0,0,0,0,0,19,0,0,6,6,6,12.1666666666667,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single","2nd phase - general contingent",2,"Tourism","daytime","Secondary education",143,"Portuguese",1,19,"Administrative staff","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",135,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single","3rd phase - general contingent",2,"Management","daytime","Secondary education",132,"Portuguese",3,3,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",119.1,1,0,1,0,0,0,20,0,0,5,9,3,10,0,0,5,9,3,10.5714285714286,0,10.8,1.4,1.74,"Dropout"
"Single","2nd phase - general contingent",3,"Nursing","daytime","Secondary education",141,"Portuguese",38,1,"Unskilled Workers","Administrative staff",129,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,"Graduate"
"Single","Over 23 years old",1,"Veterinary Nursing","daytime","Secondary education",133.1,"Portuguese",1,19,"Unskilled Workers","Unskilled Workers",162.3,1,0,0,1,0,0,24,0,0,6,10,2,11,0,0,6,6,0,0,0,8.9,1.4,3.51,"Dropout"
"Single","2nd phase - general contingent",4,"Communication Design","daytime","Secondary education",148,"Portuguese",1,3,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",163.4,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12,0,16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",1,"Tourism","daytime","Secondary education",125,"Portuguese",19,38,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",121.5,0,0,0,1,0,1,21,0,0,6,7,6,12,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,"Graduate"
"Single","Over 23 years old",1,"Management","daytime","Secondary education",140,"Portuguese",12,3,"Administrative staff","Intermediate Level Technicians and Professions",118,1,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single","Change of institution/course",1,"Basic Education","daytime","Secondary education",139,"Portuguese",1,1,"Administrative staff","Armed Forces Professions",134,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"Single","1st phase - general contingent",4,"Nursing","daytime","Secondary education",142,"Portuguese",38,38,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",129.8,1,0,0,1,0,0,18,0,0,8,8,7,12.2428571428571,0,0,8,8,7,12.2428571428571,0,12.7,3.7,-1.7,"Graduate"
